Tên sản phẩm,Link sản phẩm,Giá,Số đã bán,Doanh thu,Ngành hàng,Thương hiệu,Giá phân loại cao nhất,Giá phân loại nhỏ nhất,Link shop,Mã sản phẩm,Ngành hàng cấp 1,Ngành hàng cấp 2,Ngành hàng cấp 3,Ngày bắt đầu bán,Số lượt xem sản phẩm,Số đánh giá,Thumbnail,Tên shop,Tổng doanh số,Tổng số đánh giá,Tổng số đã bán
"điện thoại Samsung Galaxy A71 2sim ram 8G/128G máy Chính Hãng, Cày Game nặng mượt - BNN 03",https://beeco.st/1JGGRWP.gdLd,1249000,111,138639000,Điện Thoại & Máy Tính Bảng,samsung,2999000,1249000,https://shopee.vn/shop/11171175,1__20673837081__11171175,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134201-23020-zqtsbu9z8qnvd1,Baongocstore2016,300609000,40,241
"điện thoại Xiaomi Redmi Note 5 Pro 2sim (3GB/32GB) Chính Hãng - có Tiếng Việt, Bảo hành 12 tháng - BCC 05",https://beeco.st/1FZ-Khm.1VwY8,449000,116,138442000,Điện Thoại & Máy Tính Bảng,xiaomi,999000,449000,https://shopee.vn/shop/25143432,1__16709667568__25143432,,,,2022-02,,,https://cf.shopee.vn/file/7abb447e7ec0bf48a913ef283ca57707,baochaustore2017,577137000,44,471
"[ Rẻ Không Tưởng ] điện thoại Realme 10 Pro 5G Chính Hãng 2sim ram 4G/128G, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",https://www.lazada.vn/products/-re-khong-tuong--ien-thoai-realme-10-pro-5g-chinh-hang-2sim-ram-4g128g-cau-hinh-chip-cao-manh-me-cay-lien-quan--pubg-free-fire-tiktok-sieu-muot-i2037184305.html,3549000,39,138411000,Điện Thoại & Máy Tính Bảng,realme,,,https://www.lazada.vn/tay-nguyen-store-47,2__2037184305,,,,2022-09,,,https://vn-live-01.slatic.net/p/2cbee1bb0fd2193801ec5f2bfae55979.jpg,TÂY NGUYÊN STORE 47,361998000,54,102
"điện thoại Samsung Galaxy A30s 2sim ram 4G rom 64G, máy Chính Hãng, Camera sau: Chính 25 MP & Phụ 8 MP, 5 MP - BNN 05",https://beeco.st/1IwaTIu.gdLd,899000,101,138204000,Điện Thoại & Máy Tính Bảng,samsung,1599000,899000,https://shopee.vn/shop/11171175,1__20309988536__11171175,,,,2022-06,,,https://cf.shopee.vn/file/b9d8c6898762ddbd439bc5299fda090a,Baongocstore2016,332481000,42,241
"điện thoại Samsung Galaxy A30 2sim ram 3G/32GB, máy Chính Hãng, Chiến Free/PUBG/Liên Quân Chất đỉnh - TNN 02",https://beeco.st/143i_wX.2w5hG,1390000,46,138000000,Điện Thoại & Máy Tính Bảng,samsung,1390000,1390000,https://shopee.vn/shop/48782032,1__4357095073__48782032,,,,2020-10,,,https://cf.shopee.vn/file/sg-11134201-23020-14c4lgr1e0mv71,Phương Lê Store,2710992000,50,917
Điện thoại Samsung Galaxy S23 8GB/128GB - Độc Quyền Online,https://beeco.st/1K-MBUS.oIKUH,16990000,7,137930000,Điện Thoại & Máy Tính Bảng,samsung,16990000,16990000,https://shopee.vn/shop/843663249,1__22520838044__843663249,,,,2023-01,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llet24muwq8819,Samsung Flagship Store,218890000,2,11
Điện Thoại Nokia C21 Plus 2GB/32GB - Hàng Chính Hãng,https://beeco.st/1DyzxLg.BWjRr,1629000,77,137873000,Điện Thoại & Máy Tính Bảng,nokia,1629000,1629000,https://shopee.vn/shop/193124085,1__14981510506__193124085,,,,2022-05,,,https://cf.shopee.vn/file/a312f3268023e98afe88acb9182876b2,Điện Thoại Chính Hãng HồngHạnh,704951000,137,389
"Rẻ như Rẻ điện thoại Sony Xperia XZ1 ram 4G/64G Chính hãng mới zin, CPU Snap 835 8 nhân - BNN 06",https://beeco.st/13PY4dv.gdLd,1299000,106,137694000,Điện Thoại & Máy Tính Bảng,sony,1399000,1299000,https://shopee.vn/shop/11171175,1__3649587705__11171175,,,,2020-08,,,https://cf.shopee.vn/file/90619316a349d18958045c0e58e7871c,Baongocstore2016,17783092000,212,7477
"điện thoại Chính Hãng Oppo A53 2020 2sim ram 8G/256G máy Chính Hãng, cấu hình Cao, cày game mượt - BNN 01",https://beeco.st/1LkKbLt.gdLd,1249000,101,137625000,Điện Thoại & Máy Tính Bảng,oppo,1899000,1249000,https://shopee.vn/shop/11171175,1__23325726071__11171175,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134201-23020-tbr3ljb3eqnvee,Baongocstore2016,185623000,28,135
"điện thoại giá rẻ Xiaomi Redmi Note 11 Chính Hãng 2sim Ram6G bộ nhớ 128G, Camera sau: Chính 48 MP & Phụ 2 MP, 2 MP,Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt",https://www.lazada.vn/products/ien-thoai-gia-re-xiaomi-redmi-note-11-chinh-hang-2sim-ram6g-bo-nho-128g-camera-sau-chinh-48-mp--phu-2-mp-2-mpcau-hinh-chip-cao-manh-me-cay-lien-quan--pubg-free-fire-tiktok-sieu-muot-i2033205936.html,3199000,43,137557000,Điện Thoại & Máy Tính Bảng,xiaomi,,,https://www.lazada.vn/tay-nguyen-store-47,2__2033205936,,,,2022-09,,,https://vn-live-01.slatic.net/p/7968e99985f3c5f6c3d74b861b35f018.jpg,TÂY NGUYÊN STORE 47,364686000,64,114
Điện thoại Apple iPhone 14 Pro Max 128GB,https://beeco.st/1KAROXJ.5GTdF,26790000,3478,96547240000,Điện Thoại & Máy Tính Bảng,apple,26790000,26790000,https://shopee.vn/shop/88201679,1__21649786963__88201679,,,,2022-09,,,https://cf.shopee.vn/file/93b3f6d4799b06f9279f817540daa4d1,Apple Flagship Store,309465828000,2759,11067
Điện thoại Apple iPhone 14 Pro Max 256GB,https://beeco.st/1HlTCKV.5GTdF,29590000,1605,49251990000,Điện Thoại & Máy Tính Bảng,apple,29590000,29590000,https://shopee.vn/shop/88201679,1__19049792799__88201679,,,,2022-09,,,https://cf.shopee.vn/file/93b3f6d4799b06f9279f817540daa4d1,Apple Flagship Store,183739860000,1467,5946
Điện thoại Xiaomi 13 Ultra - Hàng nhập khẩu,https://beeco.st/1IcsaAh.gIjbk,19670000,986,19638520000,Điện Thoại & Máy Tính Bảng,xiaomi,21670000,19670000,https://shopee.vn/shop/709548398,1__19979190955__709548398,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lg21mwohbv1z07,Shop Online 24 Hà Nội,33506060000,708,1679
Điện thoại Apple iPhone 14 Pro 128GB,https://beeco.st/1GvpBY7.5GTdF,24190000,705,17965850000,Điện Thoại & Máy Tính Bảng,apple,24190000,24190000,https://shopee.vn/shop/88201679,1__18149587079__88201679,,,,2022-09,,,https://cf.shopee.vn/file/93b3f6d4799b06f9279f817540daa4d1,Apple Flagship Store,91408540000,856,3572
Điện thoại Xiaomi Mi 13 Ultra chip Snap 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1IjNJVo.7tjWb,19680000,789,15745320000,Điện Thoại & Máy Tính Bảng,xiaomi,21680000,19680000,https://shopee.vn/shop/132044837,1__20088436722__132044837,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lgf1258kwzu220,Di Động Số HN,26080680000,536,1306
Điện thoại Apple iPhone 14 Pro Max 128GB - Chính hãng VN/A,https://beeco.st/1HxZLdR.T1tU9,27470000,468,13020660000,Điện Thoại & Máy Tính Bảng,apple,27570000,27470000,https://shopee.vn/shop/487028617,1__19252730331__487028617,,,,2022-10,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfnquuv8f2x021,Minh Tuấn Mobile Official,69226657000,696,2451
ĐIỆN THOẠI SAMSUNG GALAXY S23 ULTRA PHIÊN BẢN EXCLUSIVE,https://beeco.st/1K0OMsH.pH-I,20800000,540,11589400000,Điện Thoại & Máy Tính Bảng,samsung,28800000,20800000,https://shopee.vn/shop/13442962,1__21481221521__13442962,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ligx0711ob82ee,Bichngocmobile,22476650000,358,1037
Điện thoại Xiaomi Mi 13 Ultra Snapdragon 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1M8b7R5.Dks2o,19690000,541,11290590000,Điện Thoại & Máy Tính Bảng,xiaomi,21690000,19690000,https://shopee.vn/shop/230383794,1__23766267589__230383794,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lg2iwkn2ys8a77,Mi City,24248410000,483,1159
Điện thoại Xiaomi Mi 12S Ultra Camera Khủng.,https://beeco.st/1Lx7jdf.HyoJ7,26600000,420,10925120000,Điện Thoại & Máy Tính Bảng,,26600000,26600000,https://shopee.vn/shop/301147335,1__23540455913__301147335,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lfye7jbzpap614,Phụ Kiện HP STORE,27697520000,400,1057
Điện Thoại Samsung Galaxy S22 Ultra - Hàng Chính hãng,https://beeco.st/1HHucUP.o7Eyj,28000000,487,10197120000,Điện Thoại & Máy Tính Bảng,samsung,28000000,28000000,https://shopee.vn/shop/840757037,1__18553661337__840757037,,,,2022-10,,,https://cf.shopee.vn/file/sg-11134201-22100-l5ma4kcuviiv47,CGI mobile,30803840000,543,1515
Điện thoại Xiaomi Mi 13 Ultra Snapdragon 8 Gen 2.,https://beeco.st/1GmlYd7.HyoJ7,20990000,394,10159650000,Điện Thoại & Máy Tính Bảng,xiaomi,20990000,20990000,https://shopee.vn/shop/301147335,1__17997638087__301147335,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lhf726dhbe818c,Phụ Kiện HP STORE,28075010000,450,1088
ĐIỆN THOẠI SAMSUNG GALAXY S23 ULTRA PHIÊN BẢN EXCLUSIVE - NEW 100%,https://beeco.st/1KfZFkI.5u6bk,20800000,417,8972060000,Điện Thoại & Máy Tính Bảng,samsung,27800000,20800000,https://shopee.vn/shop/98593134,1__22171941778__98593134,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ligx6mlqwrgs48,Happy Mobile Shop,20141170000,304,934
Điện thoại Samsung Galaxy S23 Ultra - Hàng chính hãng mới 100% New Seal,https://beeco.st/1KiXQS8.2ufyT,22290000,403,8961082000,Điện Thoại & Máy Tính Bảng,samsung,30490000,22290000,https://shopee.vn/shop/48406301,1__22221793032__48406301,,,,2023-02,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljqscnlfdltg90,SHOPSAMSUNG.VN LINHPHUKIEN.VN,33283302000,612,1495
ĐIỆN THOẠI GALAXY S23 ULTRA BẢN EXCLUSIVE- NHIỀU MÀU MỚI,https://beeco.st/1KY4XDK.o7Eyj,23800000,353,7618275000,Điện Thoại & Máy Tính Bảng,samsung,31000000,23800000,https://shopee.vn/shop/840757037,1__22046446420__840757037,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ligxpyz7qfgy1d,CGI mobile,19589075000,326,907
Điện thoại Samsung Galaxy S23 Ultra - Hàng Chính Hãng,https://beeco.st/1KHmgGQ.o7Eyj,23800000,302,6884000000,Điện Thoại & Máy Tính Bảng,samsung,32000000,23800000,https://shopee.vn/shop/840757037,1__21772805146__840757037,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-46g2do8prbnv42,CGI mobile,27290609000,434,1225
ĐIỆN THOẠI SAMSUNG S23ULTRA - PHIÊN BẢN GIỚI HẠN EXCLUSIVE,https://beeco.st/1KY4X8m.PEChj,20800000,309,6652600000,Điện Thoại & Máy Tính Bảng,samsung,28800000,20800000,https://shopee.vn/shop/423152365,1__22046446128__423152365,,,,2023-06,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ligxfnijhccybf,Vian_Mobile_Store,13454100000,195,624
Điện thoại Xiaomi Mi 13 5G Snap 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1KTThYV.gIjbk,13350000,460,6511560000,Điện Thoại & Máy Tính Bảng,xiaomi,14350000,13350000,https://shopee.vn/shop/709548398,1__21969156255__709548398,,,,2022-12,,,https://cf.shopee.vn/file/sg-11134201-22120-0o2n9gisk0kv7d,Shop Online 24 Hà Nội,10956679000,323,771
Điện thoại Xiaomi Mi 13 Snapdragon 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1KW30z_.Dks2o,13350000,445,6362859000,Điện Thoại & Máy Tính Bảng,xiaomi,14350000,13350000,https://shopee.vn/shop/230383794,1__22012497791__230383794,,,,2022-12,,,https://cf.shopee.vn/file/sg-11134201-22120-ts2p82m3j0kvab,Mi City,13901044000,440,967
Điện thoại Xiaomi Mi 13 5G Snap 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1Hsc9M2.7tjWb,13340000,410,5905050000,Điện Thoại & Máy Tính Bảng,xiaomi,14340000,13340000,https://shopee.vn/shop/132044837,1__19169580418__132044837,,,,2022-12,,,https://cf.shopee.vn/file/sg-11134201-22120-lrs8d5fdcflvff,Di Động Số HN,8569940000,285,592
Điện thoại Samsung Galaxy Z Fold 4 5G ( Fold4 F936B ) - Hàng chính hãng mới 100% Nguyên Seal Bảo hành 12th,https://beeco.st/1KFiOKu.2ufyT,25990000,209,5780820000,Điện Thoại & Máy Tính Bảng,samsung,25990000,25990000,https://shopee.vn/shop/48406301,1__21738128696__48406301,,,,2022-08,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lklv8p6og5u829,SHOPSAMSUNG.VN LINHPHUKIEN.VN,16139910000,238,579
Điện thoại Apple iPhone 13 128GB,https://beeco.st/1A0yla9.5GTdF,16390000,288,5459600000,Điện Thoại & Máy Tính Bảng,apple,24990000,16390000,https://shopee.vn/shop/88201679,1__10753341705__88201679,,,,2021-09,,,https://cf.shopee.vn/file/242a10dd98cc056cbd73d12fdf280b9b,Apple Flagship Store,61389180000,925,3244
Điện thoại Samsung Galaxy M14 5G (4GB/128GB),https://beeco.st/1Ll6fPo.3wD4m,3960000,1199,5010490000,Điện Thoại & Máy Tính Bảng,samsung,3960000,3960000,https://shopee.vn/shop/65589552,1__23338849906__65589552,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llbkf9fa3xrqbe,SAMSUNG OFFICIAL STORE,17643525000,970,4223
Điện thoại Xiaomi 13 Ultra - Hàng nhập khẩu,https://beeco.st/1Lfl0m9.KIWYu,19750000,233,4665960000,Điện Thoại & Máy Tính Bảng,xiaomi,21750000,19750000,https://shopee.vn/shop/340396216,1__23248768009__340396216,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljeazbaz07ik7a,starmobile3688,7143480000,175,357
Điện thoại Samsung Galaxy Z Fold 4 5G - Hàng chính hãng - Mới 100% Nguyên Seal,https://beeco.st/19zeaxd.PEChj,37000000,111,4626220000,Điện Thoại & Máy Tính Bảng,samsung,37000000,37000000,https://shopee.vn/shop/423152365,1__10697723623__423152365,,,,2022-08,,,https://cf.shopee.vn/file/328be7e87ff4f4ebe69df47661c689fe,Vian_Mobile_Store,10711050000,92,240
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB - Độc Quyền Online,https://beeco.st/1LGEgJ6.oIKUH,25990000,172,4607130600,Điện Thoại & Máy Tính Bảng,samsung,25990000,25990000,https://shopee.vn/shop/843663249,1__22820857030__843663249,,,,2023-01,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llepdy8gbvee9f,Samsung Flagship Store,4958000600,49,185
Điện thoại Samsung Galaxy S23 Ultra 12GB/512GB - Hàng chính hãng mới 100% New Seal,https://beeco.st/1LJMhj4.2ufyT,26490000,164,4253332000,Điện Thoại & Máy Tính Bảng,samsung,26990000,26490000,https://shopee.vn/shop/48406301,1__22873291588__48406301,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljqscnlfasok97,SHOPSAMSUNG.VN LINHPHUKIEN.VN,10540802000,127,406
Điện thoại Samsung Galaxy Z Flip 5 (8GB/256GB và 8GB/512GB ) - hàng chính hãng,https://beeco.st/1MJXgdV.pH-I,19000000,185,3956728000,Điện Thoại & Máy Tính Bảng,samsung,20000000,19000000,https://shopee.vn/shop/13442962,1__23949912543__13442962,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljutdv061gxuf3,Bichngocmobile,3956728000,56,185
Điện thoại Samsung Galaxy Z Fold 3 5G - Hàng chính hãng SSVN,https://beeco.st/1DtlNr8.5u6bk,22000000,112,3620960000,Điện Thoại & Máy Tính Bảng,,23500000,22000000,https://shopee.vn/shop/98593134,1__14893808968__98593134,,,,2022-10,,,https://cf.shopee.vn/file/sg-11134201-22100-391gak8h4iiv2e,Happy Mobile Shop,10303290000,117,321
Điện thoại Xiaomi 13 Pro Mi 13 Pro Snapdragon 8 Gen 2.,https://beeco.st/1LZHt_L.HyoJ7,23000000,149,3387960000,Điện Thoại & Máy Tính Bảng,,23000000,23000000,https://shopee.vn/shop/301147335,1__23140466645__301147335,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lfw77e2hzotm6e,Phụ Kiện HP STORE,13074820000,207,572
"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng Chính Hãng, Mới 100% | Bảo hành 18 tháng",https://www.lazada.vn/products/ien-thoai-xiaomi-redmi-note-12-4gb128gb---hang-chinh-hang-moi-100--bao-hanh-18-thang-i2251407824.html,4065000,802,3263320000,Điện Thoại & Máy Tính Bảng,xiaomi,,,https://www.lazada.vn/happy-phone,2__2251407824,,,,2023-04,,,https://vn-live-01.slatic.net/p/12bcd46cdd4d2edd66a96e9d83868361.jpg,HAPPY PHONE,9458380000,463,2326
Bộ sưu tập giới hạn: Điện thoại Samsung S23 Ultra 8GB/256GB + Đồng hồ Galaxy (Watch5/Watch4 Classic) + Duo Charger,https://beeco.st/1KO7Wvg.3wD4m,25590000,117,3036830000,Điện Thoại & Máy Tính Bảng,samsung,25590000,25590000,https://shopee.vn/shop/65589552,1__21879459434__65589552,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llacpqtxumra17,SAMSUNG OFFICIAL STORE,20459240000,273,786
Điện Thoại Samsung Galaxy S21 FE 5G - 8GB/128GB,https://beeco.st/1EHolFY.3wD4m,8990000,255,2811550000,Điện Thoại & Máy Tính Bảng,samsung,8990000,8990000,https://shopee.vn/shop/65589552,1__15330898914__65589552,,,,2022-01,,,https://cf.shopee.vn/file/vn-11134207-7r98o-llacpqtxp0hi5f,SAMSUNG OFFICIAL STORE,17467582000,488,1549
[ĐỘC QUYỀN LAZADA] Điện thoại Samsung Galaxy A04e (4GB / 128GB),https://www.lazada.vn/products/oc-quyen-lazada-ien-thoai-samsung-galaxy-a04e-4gb--128gb-i2080712459.html,2570000,1012,2783000000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/samsung-flagship-store,2__2080712459,,,,2022-11,,,https://vn-live-01.slatic.net/p/a50e8315237f3c1970cac747d0114c9a.jpg,SAMSUNG Flagship Store,62220080000,810,22655
Điện Thoại Di Động Xiaomi Redmi 10 5G 4GB/64GB - Chính hãng,https://beeco.st/1HK0MX9.lecMG,2990000,865,2583960000,Điện Thoại & Máy Tính Bảng,xiaomi,3260000,2990000,https://shopee.vn/shop/799171984,1__18589247561__799171984,,,,2023-05,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lhcvzt0v44xf6e,Hoàng Hà Mobile Official Store,3223200000,140,1079
[CHỈ 25.08] Điện thoại Samsung Galaxy Z Flip5,https://www.lazada.vn/products/chi-2508-ien-thoai-samsung-galaxy-z-flip5-i2351112090.html,24990000,89,2224110000,Điện Thoại & Máy Tính Bảng,samsung,,,https://www.lazada.vn/samsung-flagship-store,2__2351112090,,,,2023-07,,,https://vn-live-01.slatic.net/p/aec3f48777fc6621785636883faf0b62.jpg,SAMSUNG Flagship Store,3173730000,35,127
Điện thoại Apple iPhone 14 128GB,https://beeco.st/1JWiL8o.5GTdF,19190000,107,2179730000,Điện Thoại & Máy Tính Bảng,apple,19190000,19190000,https://shopee.vn/shop/88201679,1__20949586482__88201679,,,,2022-09,,,https://cf.shopee.vn/file/0982de1d517eed28495a9bbcaced5881,Apple Flagship Store,12731700000,197,623
Điện thoại Xiaomi Mi 13 Snapdragon 8 Gen 2 - Hàng nhập khẩu,https://beeco.st/1KeI0Zb.KIWYu,12490000,154,1923460000,Điện Thoại & Máy Tính Bảng,xiaomi,12490000,12490000,https://shopee.vn/shop/340396216,1__22150645989__340396216,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lk69c9gfoy6a13,starmobile3688,1923460000,76,154
"Điện thoại Samsung Galaxy A34 5G - Hàng chính hãng, Mới 100%, Bảo hành 12 tháng",https://beeco.st/1EFn7f3.45QKS,6289000,295,1905230000,Điện Thoại & Máy Tính Bảng,samsung,6289000,6289000,https://shopee.vn/shop/68527388,1__15296920131__68527388,,,,2023-03,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lfkobq3vpks586,HAPPY PHONE MALL,4915679000,192,759
Điện thoại Samsung Galaxy S23 8GB/256GB - Độc Quyền Online,https://beeco.st/1KcWLNJ.oIKUH,18989800,86,1858122800,Điện Thoại & Máy Tính Bảng,samsung,18989800,18989800,https://shopee.vn/shop/843663249,1__22120846803__843663249,,,,2023-01,,,https://cf.shopee.vn/file/vn-11134207-7r98o-lleqdlnkctzc0a,Samsung Flagship Store,2029541600,26,94
Điện thoại Xiaomi Redmi Note 12 RAM 4GB- 8GB - Chính hãng,https://beeco.st/1MCrBHR.lecMG,3990000,415,1801060000,Điện Thoại & Máy Tính Bảng,xiaomi,4970000,3990000,https://shopee.vn/shop/799171984,1__23837586523__799171984,,,,2023-04,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lk7llr7zq3ec84,Hoàng Hà Mobile Official Store,3500780000,151,805
Điện thoại Samsung Galaxy S23 Ultra 12GB/1TB - Hàng chính hãng mới 100% New Seal,https://beeco.st/1L7Rl5S.2ufyT,30490000,59,1798300000,Điện Thoại & Máy Tính Bảng,samsung,30490000,30490000,https://shopee.vn/shop/48406301,1__22673289564__48406301,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljqscnlf9e44cc,SHOPSAMSUNG.VN LINHPHUKIEN.VN,2530060000,25,83
Điện thoại Samsung Galaxy Z Flip5 512GB,https://beeco.st/1JNFwJN.3wD4m,23990000,57,1699430000,Điện Thoại & Máy Tính Bảng,samsung,23990000,23990000,https://shopee.vn/shop/65589552,1__20791141591__65589552,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134201-7qukw-lkgj73aunlpk72,SAMSUNG OFFICIAL STORE,1699430000,11,57
Điện thoại Samsung Galaxy Z Flip 5 (8GB/256GB) - New chính hãng,https://beeco.st/1Bk_tHH.PEChj,19700000,72,1476000000,Điện Thoại & Máy Tính Bảng,samsung,21200000,19700000,https://shopee.vn/shop/423152365,1__12599653457__423152365,,,,2023-07,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljuv4ogo8nuc14,Vian_Mobile_Store,1476000000,17,72
Điện thoại SS Galaxy S21 Ultra 5G - Hàng Chính hãng,https://beeco.st/1LZxa5l.Fx3Ua,24300000,59,1433700000,Điện Thoại & Máy Tính Bảng,,24300000,24300000,https://shopee.vn/shop/267138980,1__23151395183__267138980,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-lkhhroky6en0fa,TechhouseHN3,1433700000,26,59
Điện thoại Xiaomi Redmi 12C | MediaTek Helio G85| Camera kép AI 50MP| Pin 5000mAh,https://www.lazada.vn/products/ien-thoai-xiaomi-redmi-12c--mediatek-helio-g85-camera-kep-ai-50mp-pin-5000mah-i2200180452.html,1879000,446,1422740000,Điện Thoại & Máy Tính Bảng,,,,https://www.lazada.vn/xiaomi-brand-store,2__2200180452,,,,2023-03,,,https://vn-live-01.slatic.net/p/f2f0e5ed98ce6b32eeef0fa877f8abd6.jpg,Xiaomi Brand Store,21411822000,959,6905
Điện thoại Samsung Galaxy Z Flip 5 - Hàng chính hãng mới nguyên Seal,https://beeco.st/1JMl2YZ.2ufyT,18490000,72,1407780000,Điện Thoại & Máy Tính Bảng,samsung,20990000,18490000,https://shopee.vn/shop/48406301,1__20782524579__48406301,,,,2023-08,,,https://cf.shopee.vn/file/vn-11134207-7qukw-ljyg9gcre6d024,SHOPSAMSUNG.VN LINHPHUKIEN.VN,1407780000,17,72
"Điện thoại Samsung Galaxy S23 Ultra - Hàng Chính Hãng, Mới 100%, Nguyên seal",https://beeco.st/1LAJys-.45QKS,22120000,59,1371220000,Điện Thoại & Máy Tính Bảng,samsung,22120000,22120000,https://shopee.vn/shop/68527388,1__22721580478__68527388,,,,2023-02,,,https://cf.shopee.vn/file/sg-11134201-23020-ggb3wh7h13mvc7,HAPPY PHONE MALL,6680249000,123,292
